epoch,train_accuracy,val_accuracy,train_loss,val_loss
1,0.6401180028915405,0.7141652703285217,0.9107896089553833,0.7305772304534912
2,0.7486304044723511,0.7419899106025696,0.6464676260948181,0.6271894574165344
3,0.7817109227180481,0.7833052277565002,0.5673367977142334,0.5413884520530701
4,0.8091024160385132,0.8052276372909546,0.49842384457588196,0.47385692596435547
5,0.8282764554023743,0.8212478756904602,0.44281354546546936,0.4493371248245239
