epoch,train_accuracy,val_accuracy,train_loss,val_loss
1,0.9009692668914795,0.9873524308204651,0.27334606647491455,0.05392912030220032
2,0.983354389667511,0.9991568326950073,0.05437484011054039,0.01633419841527939
3,0.9879899024963379,0.994940996170044,0.03663690388202667,0.01790555939078331
4,0.991361141204834,0.9957841634750366,0.026051947847008705,0.016137324273586273
5,0.9968394637107849,0.997470498085022,0.011511912569403648,0.006197304930537939
