epoch,train_accuracy,val_accuracy,train_loss,val_loss
1,0.6670880913734436,0.786677896976471,0.8414726853370667,0.5923793911933899
2,0.8135271668434143,0.8532883524894714,0.5022808313369751,0.39930832386016846
3,0.8624104261398315,0.8760539889335632,0.38079580664634705,0.3292678892612457
4,0.8933839201927185,0.8566610217094421,0.2913426160812378,0.33170443773269653
5,0.9148756861686707,0.9333895444869995,0.2450554370880127,0.20795388519763947
