epoch,train_accuracy,val_accuracy,train_loss,val_loss
1,0.6970080137252808,0.7824620604515076,0.7761245369911194,0.567366361618042
2,0.8369153141975403,0.8372681140899658,0.4585476517677307,0.45096150040626526
3,0.8807416558265686,0.8650927543640137,0.34115278720855713,0.34385547041893005
4,0.9127686619758606,0.904721736907959,0.2633696496486664,0.26192086935043335
5,0.9256215691566467,0.9317032098770142,0.217366561293602,0.201753169298172
