epoch,train_accuracy,val_accuracy,train_loss,val_loss
1,0.8887484073638916,0.9755480885505676,0.30709439516067505,0.09499112516641617
2,0.973872721195221,0.9924114942550659,0.08197538554668427,0.03642871603369713
3,0.9896755218505859,0.9932546615600586,0.04280164837837219,0.020613892003893852
4,0.993257462978363,0.9957841634750366,0.027564166113734245,0.014300432987511158
5,0.9957859516143799,1.0,0.01821555756032467,0.00793039333075285
