epoch,train_accuracy,val_accuracy,train_loss,val_loss
1,0.6506531834602356,0.728499174118042,0.864902138710022,0.7017819881439209
2,0.77054363489151,0.766441822052002,0.5954804420471191,0.5878893733024597
3,0.7941424250602722,0.8026981353759766,0.5181303024291992,0.5150566697120667
4,0.8310155868530273,0.8279932737350464,0.4430564343929291,0.45309513807296753
5,0.8423935770988464,0.8389544486999512,0.4120289385318756,0.41543304920196533
