epoch,train_accuracy,val_accuracy,train_loss,val_loss
1,0.9131900668144226,0.9806070923805237,0.23317508399486542,0.06083820015192032
2,0.9875684976577759,0.9932546615600586,0.041203826665878296,0.027723772451281548
3,0.99262535572052,0.9940978288650513,0.02628343738615513,0.0211099274456501
4,0.9959966540336609,0.994940996170044,0.015874862670898438,0.01211546827107668
5,0.998735785484314,0.997470498085022,0.008320251479744911,0.008737255819141865
