epoch,train_accuracy,val_accuracy,train_loss,val_loss
1,0.711967945098877,0.8187183737754822,0.7535437345504761,0.5045514702796936
2,0.8461862802505493,0.8752108216285706,0.4176984429359436,0.34550249576568604
3,0.8935946226119995,0.907251238822937,0.3001229763031006,0.2655295133590698
4,0.9249894618988037,0.8937605619430542,0.22033387422561646,0.2908277213573456
5,0.9393173456192017,0.9544687867164612,0.1745913028717041,0.1491071879863739
