epoch,train_accuracy,val_accuracy,train_loss,val_loss
1,0.9119258522987366,0.9915682673454285,0.24269697070121765,0.04002968966960907
2,0.992414653301239,0.9983136653900146,0.03139936178922653,0.01611381396651268
3,0.9962073564529419,0.997470498085022,0.015966426581144333,0.00880923680961132
4,0.9976822733879089,1.0,0.008599073626101017,0.0024115568958222866
5,0.998525083065033,1.0,0.00498539162799716,0.0009937876602634788
