epoch,train_accuracy,val_accuracy,train_loss,val_loss
1,0.9224610328674316,0.9890387654304504,0.21922039985656738,0.04035048559308052
2,0.9879899024963379,0.9865092635154724,0.03772931545972824,0.04032835364341736
3,0.9953645467758179,0.9983136653900146,0.017574528232216835,0.007159973494708538
4,0.998735785484314,0.997470498085022,0.008025022223591805,0.008753419853746891
5,0.998103678226471,0.997470498085022,0.007055953145027161,0.011901097372174263
